SP1,SP2,SP3,SP5,SP6,FS1,FS2,EPS1,TS1,TS2,TS3,TS4,VS1,CP,SE,label
151.7,126.41,2.141,8.532,8.461,7.718,9.214,2331.4,54.246,58.816,55.754,49.48,0.647,1.558,69.838,20.007
151.94,126.73,2.023,8.538,8.474,4.542,9.187,2331.8,54.27,58.836,55.738,49.457,0.657,1.547,56.892,19.838
161.84,136.39,2.023,8.556,8.491,7.393,9.189,2461.4,54.254,58.82,55.707,49.48,0.652,1.541,56.892,19.793
161.82,136.52,2,8.576,8.519,7.591,9.182,2463.8,54.242,58.855,55.699,49.457,0.65,1.549,70.981,19.838
161.88,136.59,2.031,8.591,8.543,7.714,9.211,2467,54.297,58.871,55.699,49.434,0.65,1.543,70.981,19.85
161.72,136.44,1.867,8.544,8.484,7.716,9.181,2464,54.332,58.871,55.695,49.422,0.651,1.542,70.753,19.915
161.82,136.44,1.945,8.52,8.462,7.774,9.194,2463.6,54.312,58.875,55.672,49.441,0.674,1.532,70.753,19.686
161.88,136.64,1.992,8.499,8.448,7.827,9.234,2465.4,54.414,58.883,55.66,49.441,0.681,1.536,70.655,19.71
161.88,136.34,2.023,8.519,8.455,7.701,9.205,2463.6,54.418,58.898,55.656,49.445,0.668,1.538,70.655,19.743
161.71,136.25,2.062,8.55,8.476,7.626,9.19,2463.8,54.414,58.937,55.641,49.449,0.662,1.538,70.852,19.785
161.72,136.36,2,8.571,8.507,7.611,9.167,2465.2,54.445,58.953,55.656,49.434,0.659,1.531,70.852,19.77
161.74,136.38,2.023,8.554,8.491,11.005,9.177,2465.4,54.473,58.965,55.652,49.461,0.658,1.525,81.505,19.611
152.29,126.85,1.953,8.541,8.477,7.776,9.199,2333.6,54.445,58.973,55.656,49.473,0.638,1.538,81.505,19.825
152.1,126.57,1.992,8.545,8.479,7.756,9.208,2331.8,54.406,58.996,55.668,49.43,0.631,1.552,69.965,19.975
151.87,126.54,2.078,8.524,8.465,7.716,9.177,2331.6,54.418,58.969,55.695,49.449,0.64,1.552,69.965,19.878
152.07,126.61,2.133,8.554,8.496,7.737,9.165,2330,54.418,58.965,55.68,49.363,0.627,1.568,69.999,20.166
151.99,126.85,1.977,8.568,8.512,7.759,9.158,2328,54.336,58.969,55.672,49.352,0.624,1.55,69.999,20.124
151.88,126.44,1.867,8.554,8.491,7.687,9.194,2327.8,54.34,58.945,55.687,49.434,0.629,1.54,69.757,19.875
151.92,126.54,2.133,8.534,8.47,7.724,9.191,2329.8,54.336,58.965,55.707,49.469,0.624,1.546,69.757,19.855
152.13,126.47,2.117,8.525,8.465,7.719,9.211,2329.6,54.34,58.957,55.707,49.48,0.62,1.541,69.891,19.78
151.89,126.72,1.922,8.521,8.459,7.716,9.214,2329.6,54.336,58.957,55.687,49.484,0.61,1.545,69.891,19.868
151.81,126.49,2,8.54,8.483,8.06,9.206,2329.6,54.348,58.887,55.672,49.469,0.6,1.53,69.026,19.693
147.09,121.65,1.914,8.564,8.509,7.749,9.203,2263.6,54.324,58.914,55.684,49.484,0.596,1.549,69.026,19.818
146.94,121.57,2.008,8.571,8.512,7.768,9.174,2265,54.332,58.926,55.707,49.469,0.593,1.543,69.372,19.803
146.7,121.3,1.992,8.531,8.476,7.745,9.222,2263.6,54.332,58.871,55.699,49.441,0.6,1.537,69.372,19.937
147.17,121.91,2,8.502,8.442,7.766,9.204,2266.8,54.258,58.875,55.684,49.434,0.593,1.543,69.383,19.947
146.74,121.4,2.008,8.499,8.45,7.756,9.159,2263.8,54.258,58.875,55.723,49.43,0.59,1.549,69.383,19.803
147.13,121.73,2.031,8.552,8.495,7.761,9.176,2267,54.258,58.883,55.734,49.48,0.598,1.554,69.439,19.995
147.13,121.44,2.086,8.563,8.508,7.775,9.203,2265.6,54.254,58.859,55.738,49.461,0.607,1.547,69.439,20.017
147.13,121.78,2.047,8.577,8.518,7.75,9.167,2262.2,54.266,58.883,55.734,49.449,0.613,1.549,69.516,19.95
146.88,121.53,2.141,8.546,8.491,7.788,9.184,2263.8,54.238,58.863,55.738,49.48,0.607,1.551,69.516,19.98
146.61,121.4,2.086,8.516,8.461,7.791,9.208,2265.4,54.254,58.863,55.734,49.473,0.612,1.559,69.727,20.047
147.27,121.89,2.141,8.53,8.483,7.473,9.208,2267.2,54.254,58.883,55.734,49.457,0.641,1.561,69.727,20.017
190.13,0.016,0,8.547,8.491,0.001,9.196,2784.6,54.258,58.891,55.746,49.434,0.706,1.56,0,20
190.33,0,0,8.561,8.504,0.003,9.176,2836.8,54.172,58.863,55.723,49.418,0.725,1.558,0,19.97
190.16,0,0,8.576,8.513,0.003,9.167,2834,54.07,58.875,55.727,49.434,0.738,1.552,0,20.074
190.26,0,0.062,8.547,8.491,0.003,9.144,2834,54.055,58.777,55.734,49.434,0.781,1.562,0,20.007
190.07,0,0,8.535,8.476,0,9.187,2835.8,53.926,58.723,55.734,49.445,0.807,1.558,0,19.975
190.27,0,0,8.519,8.456,0.003,9.194,2832,53.832,58.684,55.734,49.449,0.831,1.558,0,20.044
190.26,0,0,8.54,8.469,0.001,9.182,2832,53.828,58.633,55.734,49.5,0.844,1.542,0,19.913
190.04,0,0,8.551,8.49,0,9.167,2833.6,53.82,58.562,55.727,49.5,0.822,1.545,0,19.84
190.09,0,0,8.556,8.492,0,9.147,2835.2,53.738,58.523,55.727,49.516,0.787,1.533,67.253,19.738
141.02,115.61,1.727,8.556,8.484,7.842,9.166,2388.6,53.656,58.523,55.746,49.512,0.715,1.539,67.253,19.746
142.19,116.59,1.992,8.517,8.461,7.734,9.187,2198.2,53.656,58.52,55.773,49.508,0.665,1.576,68.358,20.118
141.94,116.48,1.969,8.505,8.45,7.741,9.17,2198,53.645,58.531,55.816,49.461,0.637,1.56,68.358,20.195
141.86,116.36,2.062,8.516,8.47,7.735,9.16,2194.8,53.754,58.516,55.82,49.461,0.623,1.559,68.415,20.084
142.19,116.59,1.977,8.545,8.491,7.724,9.16,2197.4,53.84,58.531,55.816,49.449,0.618,1.554,68.415,19.962
142.09,116.56,2.062,8.569,8.515,7.756,9.177,2197,53.828,58.52,55.809,49.508,0.607,1.555,68.336,19.992
141.99,116.74,2.023,8.544,8.484,7.719,9.176,2197,53.906,58.59,55.871,49.5,0.611,1.573,68.336,20.183
141.92,116.54,1.953,8.538,8.469,7.749,9.203,2195.8,54.004,58.613,55.871,49.516,0.605,1.571,68.434,20.113
141.9,116.41,2.062,8.523,8.458,7.744,9.187,2195.8,54,58.605,55.863,49.508,0.608,1.562,68.434,20.037
142.16,116.81,2.055,8.514,8.464,6.641,9.224,2199.2,54.059,58.617,55.855,49.527,0.619,1.567,70.735,20.047
152.33,126.95,2.086,8.566,8.513,7.909,9.201,2340.6,54.094,58.633,55.902,49.523,0.625,1.583,70.735,20.2
151.97,126.59,2.023,8.585,8.528,7.762,9.187,2331.6,54.172,58.66,55.91,49.523,0.65,1.595,69.885,20.299
152.16,126.64,1.883,8.557,8.49,7.665,9.189,2333.4,54.172,58.687,55.898,49.461,0.653,1.591,69.885,20.425
152.06,126.73,2.109,8.545,8.481,7.696,9.196,2335,54.246,58.723,55.91,49.461,0.659,1.597,69.849,20.341
152.02,126.7,2.172,8.51,8.447,7.743,9.189,2330.2,54.238,58.738,55.859,49.461,0.649,1.588,69.849,20.279
151.92,126.57,2.023,8.53,8.472,7.761,9.184,2332.2,54.254,58.754,55.871,49.449,0.645,1.589,69.993,20.311
152.05,126.67,2.156,8.532,8.477,7.663,9.209,2333.4,54.246,58.781,55.863,49.512,0.638,1.578,69.993,20.145
151.94,126.62,2.086,8.571,8.514,7.703,9.214,2330.4,54.238,58.77,55.82,49.512,0.634,1.563,69.882,19.992
152.1,126.63,2,8.566,8.508,7.704,9.196,2333,54.246,58.801,55.809,49.516,0.635,1.562,69.882,19.947
152.09,126.78,1.922,8.543,8.493,4.733,9.191,2330.8,54.254,58.801,55.816,49.5,0.642,1.555,56.943,19.938
161.58,136.27,1.945,8.519,8.464,7.579,9.234,2461.2,54.246,58.816,55.809,49.512,0.645,1.564,56.943,20.017
161.72,136.52,2.047,8.531,8.467,7.594,9.214,2464,54.246,58.816,55.734,49.512,0.646,1.541,70.885,19.776
161.84,136.7,1.977,8.545,8.491,7.529,9.191,2465.2,54.23,58.875,55.727,49.457,0.652,1.553,70.885,19.93
161.72,136.59,1.969,8.547,8.492,7.566,9.186,2464.2,54.336,58.871,55.727,49.48,0.656,1.55,70.778,19.975
161.8,136.41,1.977,8.568,8.505,7.75,9.166,2466.8,54.309,58.871,55.734,49.512,0.652,1.536,70.778,19.793
161.77,136.56,1.914,8.542,8.487,7.72,9.201,2464.2,54.406,58.859,55.684,49.516,0.653,1.528,70.372,19.708
161.97,136.38,1.953,8.528,8.465,7.723,9.234,2465.4,54.418,58.875,55.707,49.516,0.641,1.53,70.372,19.696
161.69,136.27,2.141,8.498,8.443,7.676,9.232,2465.6,54.406,58.918,55.672,49.516,0.641,1.526,70.798,19.629
161.77,136.52,2,8.507,8.455,7.656,9.214,2463.6,54.414,58.953,55.668,49.516,0.656,1.536,70.798,19.676
161.81,136.59,1.945,8.549,8.487,10.973,9.179,2463.6,54.453,58.93,55.668,49.5,0.652,1.537,81.926,19.676
152.05,126.57,2,8.557,8.509,7.751,9.171,2333.4,54.406,58.945,55.68,49.535,0.644,1.547,81.926,19.828
151.99,126.45,2.008,8.564,8.506,7.691,9.176,2331.4,54.398,58.953,55.707,49.488,0.637,1.546,69.942,19.775
152.09,126.57,2.055,8.534,8.483,7.743,9.221,2329,54.43,58.945,55.699,49.43,0.639,1.542,69.942,19.88
152.18,126.88,2.031,8.504,8.448,7.779,9.218,2333.4,54.336,58.957,55.68,49.422,0.637,1.552,70.071,19.88
151.83,126.23,2.047,8.527,8.467,7.726,9.177,2330.4,54.34,58.953,55.668,49.363,0.634,1.551,70.071,19.885
151.78,126.46,2.109,8.554,8.492,7.73,9.196,2329.8,54.332,58.926,55.68,49.434,0.627,1.543,69.778,19.83
151.87,126.59,2.008,8.577,8.517,7.726,9.2,2331,54.32,58.914,55.687,49.434,0.619,1.541,69.778,19.848
151.98,126.72,1.898,8.576,8.514,7.729,9.226,2330,54.332,58.941,55.656,49.469,0.613,1.531,69.944,19.756
151.73,126.55,2.078,8.551,8.493,7.683,9.192,2332.8,54.336,58.926,55.672,49.457,0.622,1.545,69.944,19.726
151.66,126.36,2.117,8.523,8.467,7.986,9.196,2329,54.32,58.898,55.687,49.484,0.605,1.543,69.013,19.813
147.17,121.86,2,8.538,8.476,7.737,9.203,2264,54.34,58.914,55.68,49.457,0.606,1.548,69.013,19.927
146.91,121.75,2.086,8.552,8.5,7.761,9.161,2263.6,54.332,58.891,55.672,49.441,0.605,1.555,69.41,19.957
147,121.59,2.109,8.563,8.516,7.75,9.176,2262,54.348,58.871,55.687,49.352,0.608,1.567,69.41,20.194
147.05,121.73,2.086,8.569,8.503,7.756,9.166,2268.2,54.258,58.859,55.672,49.363,0.604,1.564,69.431,20.136
146.8,121.47,1.922,8.545,8.493,7.744,9.169,2263.8,54.254,58.871,55.672,49.289,0.605,1.604,69.431,20.584
146.94,121.57,2.062,8.52,8.458,7.789,9.197,2265,54.254,58.871,55.695,49.277,0.612,1.568,69.518,20.109
146.69,121.4,1.898,8.532,8.471,7.773,9.209,2265,54.246,58.859,55.723,49.355,0.609,1.577,69.518,20.268
147.23,121.77,2.031,8.526,8.454,7.783,9.221,2267.2,54.258,58.871,55.715,49.434,0.609,1.557,69.606,19.99
146.8,121.52,2.031,8.566,8.504,7.779,9.189,2265.4,54.238,58.875,55.727,49.441,0.609,1.557,69.606,19.99
147.05,121.63,2.047,8.559,8.494,7.766,9.198,2266,54.246,58.863,55.727,49.422,0.611,1.559,69.726,20.059
147.08,121.59,2.023,8.559,8.507,7.731,9.181,2266,54.246,58.871,55.734,49.328,0.634,1.58,69.726,20.325
189.98,0.086,0,8.519,8.456,0.005,9.221,2779.8,54.172,58.875,55.715,49.328,0.668,1.585,0,20.392
190.28,0,0.07,8.514,8.462,0.006,9.185,2833.8,54.086,58.859,55.734,49.246,0.711,1.604,0,20.641
190.22,0,0,8.519,8.469,0.003,9.182,2834,54.07,58.832,55.738,49.234,0.73,1.605,0,20.641
190.16,0,0.008,8.561,8.5,0.001,9.183,2835.2,53.992,58.77,55.734,49.211,0.737,1.642,0,21.117
190.07,0,0,8.576,8.517,0,9.163,2837.2,53.914,58.699,55.727,49.191,0.869,1.62,0,20.906
190.12,0,0.086,8.573,8.507,0.005,9.123,2832,53.84,58.672,55.809,49.242,0.828,1.628,0,20.84
190.11,0,0,8.541,8.479,0,9.173,2833,53.828,58.617,55.836,49.336,0.802,1.602,0,20.567
190.07,0,0.086,8.526,8.465,0.001,9.164,2835.8,53.734,58.547,55.828,49.336,0.81,1.606,0,20.639
190.18,0,0.07,8.515,8.455,0.001,9.176,2834,53.68,58.531,55.809,49.375,0.782,1.599,70.461,20.461
142.41,117.26,2.164,8.545,8.487,7.785,9.186,2396.4,53.668,58.52,55.809,49.363,0.71,1.587,70.461,20.443
142.12,116.69,1.977,8.545,8.487,7.756,9.154,2201,53.605,58.523,55.816,49.258,0.674,1.621,68.406,20.827
141.81,116.41,1.977,8.557,8.507,7.737,9.166,2198,53.629,58.523,55.82,49.27,0.655,1.617,68.406,20.819
141.86,116.41,1.953,8.528,8.474,7.756,9.166,2196.2,53.668,58.531,55.828,49.273,0.643,1.613,68.481,20.827
142.04,116.63,1.977,8.514,8.453,7.708,9.166,2197.4,53.832,58.523,55.844,49.277,0.633,1.624,68.481,20.947
142.09,116.75,2.133,8.505,8.446,7.724,9.19,2197.6,53.828,58.547,55.871,49.363,0.626,1.598,68.427,20.644
142.09,116.59,1.953,8.517,8.453,7.737,9.177,2197.2,53.91,58.574,55.887,49.43,0.62,1.597,68.427,20.438
141.68,116.22,2.086,8.538,8.491,7.744,9.212,2198,53.91,58.602,55.863,49.422,0.627,1.589,68.504,20.478
141.72,116.46,1.977,8.566,8.512,7.721,9.187,2197.6,54,58.617,55.895,49.461,0.634,1.587,68.504,20.447
141.93,116.51,1.922,8.575,8.514,6.671,9.212,2195.4,54.047,58.617,55.91,49.473,0.643,1.594,70.835,20.376
152.21,126.81,2.031,8.542,8.483,7.775,9.221,2338.6,54.074,58.633,55.902,49.496,0.657,1.594,70.835,20.452
152.27,126.77,1.867,8.525,8.472,7.685,9.205,2333.8,54.086,58.684,55.91,49.445,0.671,1.599,70.204,20.529
152.14,126.72,2.047,8.514,8.459,7.752,9.205,2332.2,54.082,58.684,55.914,49.441,0.673,1.6,70.204,20.547
152.21,126.78,2,8.526,8.467,7.654,9.186,2334.8,54.086,58.684,55.902,49.363,0.666,1.619,70.074,20.772
151.98,126.69,2.102,8.557,8.493,7.662,9.163,2330.2,54.074,58.699,55.898,49.445,0.661,1.599,70.074,20.554
151.94,126.67,2.102,8.554,8.495,7.724,9.192,2328.8,54.16,58.723,55.887,49.445,0.67,1.596,70.175,20.497
151.97,126.7,1.945,8.54,8.481,7.769,9.222,2330.8,54.172,58.75,55.859,49.461,0.662,1.585,70.175,20.41
151.94,126.73,1.898,8.535,8.479,7.705,9.232,2331,54.164,58.77,55.855,49.496,0.652,1.582,69.771,20.277
152.03,126.66,2.055,8.528,8.474,7.708,9.245,2327,54.246,58.777,55.844,49.5,0.649,1.593,69.771,20.287
151.86,126.67,1.977,8.539,8.481,4.603,9.218,2332.6,54.246,58.781,55.836,49.457,0.648,1.589,57.112,20.277
161.43,136.27,2.047,8.58,8.517,7.582,9.174,2456.6,54.258,58.77,55.816,49.516,0.655,1.577,57.112,20.197
161.79,136.48,1.992,8.587,8.528,7.609,9.184,2463.2,54.246,58.801,55.82,49.484,0.654,1.571,70.863,20.185
161.83,136.72,1.922,8.54,8.488,7.663,9.189,2462.2,54.242,58.836,55.82,49.473,0.662,1.567,70.863,20.148
161.81,136.65,2.008,8.522,8.459,7.774,9.23,2464.8,54.242,58.875,55.82,49.473,0.66,1.565,70.614,20.178
161.8,136.69,1.992,8.522,8.464,7.722,9.24,2464.6,54.34,58.848,55.738,49.516,0.657,1.541,70.614,19.796
161.86,136.52,1.891,8.549,8.484,7.724,9.232,2466,54.332,58.871,55.746,49.523,0.655,1.542,70.846,19.846
161.75,136.52,2,8.557,8.501,7.646,9.19,2460.6,54.406,58.859,55.684,49.523,0.653,1.53,70.846,19.801
161.77,136.68,1.898,8.587,8.531,7.634,9.194,2461.8,54.406,58.855,55.687,49.512,0.647,1.531,70.983,19.701
161.79,136.62,2.008,8.552,8.502,7.619,9.174,2462.2,54.418,58.875,55.672,49.523,0.649,1.524,70.983,19.701
161.6,136.51,1.969,8.527,8.462,10.824,9.203,2463.8,54.469,58.941,55.684,49.516,0.641,1.515,81.523,19.529
152.13,126.81,2.047,8.51,8.462,7.803,9.237,2330.8,54.426,58.953,55.699,49.508,0.642,1.526,81.523,19.786
152.14,126.77,1.914,8.538,8.474,7.733,9.213,2334.4,54.406,58.93,55.699,49.461,0.631,1.546,69.938,19.941
151.84,126.57,1.883,8.561,8.509,7.726,9.194,2333.2,54.426,58.93,55.707,49.48,0.627,1.533,69.938,19.896
151.94,126.61,2.031,8.562,8.503,7.711,9.187,2332,54.402,58.937,55.684,49.441,0.633,1.55,69.837,19.944
152,126.69,2.164,8.542,8.481,7.734,9.174,2331.4,54.414,58.93,55.707,49.441,0.624,1.548,69.837,19.981
151.89,126.61,1.977,8.539,8.474,7.779,9.209,2330.2,54.414,58.891,55.699,49.441,0.621,1.556,70.005,20.008
151.71,126.48,2.141,8.509,8.44,7.704,9.218,2332.6,54.402,58.918,55.695,49.469,0.611,1.54,70.005,19.909
151.84,126.38,2.062,8.512,8.453,7.66,9.245,2331.2,54.32,58.914,55.68,49.523,0.612,1.535,69.713,19.716
151.68,126.38,2.062,8.549,8.492,7.726,9.208,2330.2,54.332,58.902,55.711,49.523,0.615,1.525,69.713,19.681
151.77,126.67,1.992,8.566,8.509,8.074,9.156,2333,54.34,58.902,55.699,49.512,0.616,1.528,69.056,19.729
146.94,121.61,1.992,8.557,8.498,7.743,9.159,2265,54.336,58.902,55.68,49.48,0.609,1.539,69.056,19.824
147.04,121.65,1.977,8.528,8.479,7.722,9.222,2265.6,54.336,58.859,55.68,49.461,0.601,1.542,69.268,19.864
146.94,121.55,1.969,8.517,8.466,7.777,9.213,2264.4,54.332,58.863,55.68,49.434,0.606,1.563,69.268,20.058
146.83,121.53,2,8.502,8.438,7.771,9.199,2266.4,54.32,58.875,55.668,49.445,0.607,1.574,69.343,20.233
147.1,121.7,2.055,8.532,8.477,7.729,9.159,2262.2,54.336,58.848,55.727,49.344,0.605,1.568,69.343,20.201
146.73,121.18,2.008,8.554,8.496,7.739,9.161,2264.2,54.32,58.848,55.672,49.363,0.603,1.574,69.445,20.3
147.23,121.75,1.977,8.577,8.525,7.783,9.167,2265.4,54.254,58.859,55.734,49.445,0.603,1.553,69.445,20.068
146.74,121.34,2.047,8.528,8.462,7.763,9.203,2265.4,54.246,58.875,55.738,49.445,0.6,1.544,69.47,19.946
147.15,121.7,1.969,8.52,8.464,7.76,9.173,2264,54.266,58.855,55.727,49.484,0.617,1.545,69.47,19.919
146.73,121.36,1.969,8.52,8.457,7.8,9.203,2264,54.246,58.855,55.727,49.469,0.613,1.551,69.726,20.001
146.86,121.42,2.023,8.516,8.467,7.601,9.189,2265.4,54.254,58.883,55.727,49.422,0.642,1.56,69.726,20.153
190.13,0.156,0,8.561,8.505,0.001,9.159,2777.2,54.246,58.871,55.746,49.418,0.706,1.564,0,20.166
190.06,0,0,8.584,8.515,0.003,9.156,2836,54.074,58.887,55.711,49.352,0.803,1.575,0,20.395
190.04,0,0,8.55,8.484,0.001,9.167,2833.2,54.055,58.816,55.711,49.34,0.828,1.574,0,20.388
190.18,0,0,8.536,8.465,0.003,9.192,2835.4,54.004,58.801,55.734,49.34,0.804,1.581,0,20.455
190.04,0,0.016,8.5,8.443,0.001,9.212,2837.6,53.906,58.707,55.816,49.336,0.925,1.607,0,20.613
189.94,0,0.039,8.54,8.476,0.003,9.194,2833.2,53.832,58.633,55.809,49.418,0.984,1.581,0,20.29
190.22,0,0,8.551,8.488,0.004,9.207,2838.2,53.812,58.598,55.82,49.461,0.934,1.554,0,20.053
189.98,0,0,8.578,8.517,0,9.167,2839,53.746,58.543,55.727,49.461,0.866,1.552,0,20.091
190.27,0,0.055,8.541,8.479,0,9.149,2838.6,53.684,58.523,55.723,49.496,0.824,1.543,67.882,19.964
142.88,117.58,2.078,8.522,8.461,7.751,9.18,2398.4,53.656,58.523,55.727,49.48,0.737,1.545,67.882,19.969
142.09,116.73,2.086,8.512,8.453,7.733,9.193,2198.2,53.629,58.523,55.738,49.441,0.688,1.553,68.407,20.063
141.6,116.2,2.008,8.501,8.446,7.738,9.151,2199.6,53.645,58.52,55.734,49.434,0.656,1.558,68.407,20.101
141.88,116.56,1.992,8.536,8.483,7.73,9.154,2198.2,53.68,58.531,55.727,49.441,0.632,1.558,68.355,20.121
142.09,116.65,2.062,8.559,8.499,7.744,9.136,2196.6,53.746,58.523,55.734,49.445,0.621,1.552,68.355,20.093
142.1,116.8,1.969,8.562,8.502,7.743,9.174,2198.6,53.832,58.543,55.816,49.445,0.61,1.576,68.355,20.354
141.98,116.72,2.008,8.537,8.469,7.749,9.18,2197.2,53.926,58.551,55.82,49.488,0.605,1.557,68.355,20.001
141.77,116.32,1.992,8.514,8.445,7.716,9.182,2198.2,54.004,58.605,55.871,49.469,0.605,1.582,68.377,20.287
141.98,116.77,2.047,8.535,8.472,7.758,9.199,2195.8,54.055,58.625,55.844,49.512,0.612,1.566,68.377,20.15
142.09,116.53,2.078,8.554,8.482,6.635,9.194,2195.6,54.082,58.641,55.863,49.527,0.622,1.572,70.68,20.165
152.37,126.84,2.055,8.55,8.501,7.867,9.194,2337.2,54.074,58.641,55.875,49.484,0.628,1.587,70.68,20.264
152.08,126.59,1.969,8.564,8.501,7.808,9.18,2330.8,54.172,58.699,55.902,49.48,0.655,1.587,70.084,20.41
152.16,126.75,1.969,8.557,8.486,7.649,9.176,2328.8,54.258,58.707,55.902,49.434,0.659,1.585,70.084,20.418
151.98,126.59,2.133,8.505,8.45,7.661,9.187,2329.8,54.266,58.727,55.871,49.434,0.653,1.583,69.767,20.376
151.95,126.64,1.953,8.514,8.457,7.749,9.17,2332.6,54.246,58.793,55.883,49.469,0.648,1.59,69.767,20.304
152.05,126.85,2,8.526,8.472,7.802,9.183,2328.8,54.254,58.789,55.844,49.48,0.648,1.582,70.06,20.282
151.94,126.46,2.047,8.554,8.495,7.654,9.181,2328.2,54.258,58.766,55.855,49.48,0.642,1.579,70.06,20.217
151.98,126.52,2.117,8.552,8.499,7.755,9.169,2331.6,54.266,58.781,55.816,49.527,0.641,1.56,70.011,20.028
151.98,126.9,1.969,8.549,8.492,7.773,9.213,2332.6,54.266,58.77,55.816,49.527,0.669,1.557,70.011,20.028
151.91,126.62,2.008,8.535,8.477,4.954,9.234,2331.2,54.246,58.781,55.809,49.516,0.67,1.561,57.186,20.028
161.77,136.44,1.859,8.512,8.453,7.535,9.205,2459.6,54.258,58.777,55.801,49.516,0.672,1.566,57.186,20.056
161.86,136.51,2.102,8.543,8.488,7.606,9.208,2463.2,54.246,58.82,55.82,49.523,0.677,1.566,70.992,20.041
161.98,136.56,1.945,8.561,8.502,7.646,9.2,2463.6,54.258,58.836,55.734,49.535,0.673,1.533,70.992,19.809
161.69,136.44,1.891,8.572,8.514,7.657,9.187,2464.2,54.348,58.863,55.734,49.523,0.669,1.531,70.584,19.784
161.83,136.44,1.883,8.557,8.5,7.73,9.184,2462.6,54.414,58.863,55.727,49.523,0.659,1.541,70.584,19.771
161.73,136.55,1.992,8.517,8.45,7.699,9.216,2463.2,54.406,58.871,55.734,49.516,0.658,1.546,70.51,19.856
161.66,136.39,2.031,8.519,8.457,7.804,9.191,2462.2,54.402,58.887,55.727,49.539,0.65,1.529,70.51,19.721
161.63,136.31,2.008,8.505,8.45,7.724,9.214,2464,54.492,58.93,55.711,49.516,0.645,1.531,71.07,19.726
161.79,136.44,2,8.542,8.483,7.563,9.152,2463.2,54.457,58.957,55.699,49.527,0.653,1.529,71.07,19.726
161.79,136.41,2,8.549,8.496,10.944,9.167,2462.4,54.484,58.973,55.68,49.523,0.651,1.536,81.965,19.756
151.95,126.74,1.922,8.543,8.488,7.781,9.189,2335.4,54.469,58.98,55.715,49.512,0.646,1.532,81.965,19.701
152.02,126.74,1.977,8.519,8.472,7.76,9.214,2331.4,54.406,58.941,55.699,49.488,0.64,1.551,70.001,19.869
152.1,126.55,2.008,8.514,8.442,7.736,9.218,2331.6,54.402,58.945,55.687,49.449,0.632,1.531,70.001,19.864
151.9,126.45,1.977,8.514,8.474,7.661,9.169,2332.6,54.402,58.953,55.723,49.445,0.632,1.555,69.82,20.118
151.94,126.66,2.102,8.554,8.498,7.738,9.176,2330.8,54.418,58.945,55.738,49.43,0.624,1.551,69.82,20.053
151.98,126.62,1.898,8.557,8.503,7.754,9.18,2331.6,54.414,58.953,55.715,49.461,0.615,1.542,69.799,20.021
151.94,126.48,2,8.557,8.498,7.71,9.187,2332.6,54.418,58.941,55.723,49.473,0.607,1.551,69.799,19.926
151.87,126.59,1.969,8.507,8.45,7.714,9.232,2332,54.332,58.941,55.746,49.516,0.605,1.543,69.856,19.881
152.1,126.77,2.008,8.514,8.458,7.758,9.23,2331.6,54.312,58.914,55.727,49.516,0.616,1.54,69.856,19.809
152.08,126.69,2.008,8.525,8.454,7.963,9.181,2331,54.324,58.93,55.738,49.508,0.617,1.544,68.985,19.881
146.64,121.18,2.008,8.54,8.476,7.718,9.174,2263,54.332,58.91,55.727,49.523,0.603,1.537,68.985,19.841
147.02,121.63,1.969,8.573,8.517,7.753,9.16,2264.6,54.348,58.93,55.727,49.461,0.6,1.547,69.31,19.996
146.74,121.36,1.945,8.562,8.502,7.761,9.181,2264.4,54.324,58.898,55.734,49.473,0.609,1.553,69.31,20.078
147.15,121.81,2,8.524,8.474,7.768,9.167,2263.8,54.332,58.891,55.727,49.43,0.601,1.556,69.43,20.071
147.02,121.52,2.086,8.51,8.449,7.744,9.164,2264.6,54.324,58.887,55.734,49.445,0.601,1.558,69.43,20.091
146.91,121.6,2.133,8.514,8.446,7.753,9.163,2264.8,54.34,58.891,55.727,49.461,0.602,1.552,69.49,19.964
146.83,121.49,2.031,8.531,8.474,7.785,9.197,2266.8,54.336,58.871,55.734,49.473,0.597,1.546,69.49,20.068
146.81,121.39,1.937,8.55,8.497,7.744,9.183,2265,54.332,58.871,55.723,49.473,0.591,1.538,69.459,19.826
147.15,121.76,1.969,8.573,8.518,7.781,9.184,2264.8,54.332,58.855,55.738,49.516,0.593,1.53,69.459,19.839
147.02,121.6,2.102,8.531,8.476,7.793,9.186,2265.2,54.332,58.871,55.723,49.508,0.589,1.539,69.77,19.909
147.13,121.69,2.141,8.526,8.47,7.679,9.197,2267.6,54.254,58.871,55.723,49.496,0.624,1.542,69.77,19.896
190.06,0.078,0,8.526,8.471,0.001,9.192,2767,54.258,58.875,55.727,49.461,0.673,1.553,0,20.038
190.09,0,0,8.526,8.46,0.006,9.193,2836,54.16,58.871,55.738,49.445,0.704,1.575,0,20.28
190.12,0,0,8.543,8.495,0.004,9.174,2837.4,54.082,58.883,55.82,49.445,0.826,1.576,0,20.252
190.09,0,0.016,8.561,8.504,0.001,9.167,2838,53.98,58.781,55.809,49.457,0.886,1.58,0,20.317
190.16,0,0,8.542,8.483,0.001,9.169,2834.4,53.914,58.727,55.809,49.445,0.911,1.577,0,20.28
190.11,0,0.062,8.531,8.467,0.003,9.204,2835.6,53.82,58.687,55.809,49.484,0.859,1.571,0,20.078
